"","X.3","X.2","X.1","X","institutionCode","collectionCode","collectionID","occurrenceID","catalogNumber","family","scientificName","taxonID","scientificNameAuthorship","genus","subgenus","specificEpithet","verbatimTaxonRank","infraspecificEpithet","cultivarEpithet","taxonRank","identifiedBy","dateIdentified","identificationReferences","recordedBy","recordNumber","eventDate","year","month","day","startDayOfYear","endDayOfYear","verbatimEventDate","occurrenceRemarks","habitat","sex","individualCount","country","countryCode","stateProvince","county","municipality","locality","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","verbatimCoordinates","rights.x","recordID","references","identifier","accessURI","thumbnailAccessURI","goodQualityAccessURI","rights.y","Owner","creator","UsageTerms","total_n","median_itd","sd_itd","verbatimScientificName","acceptedSpecies","developmentYear","tmean_annual","ppt_annual","urban_fraction","cropland_fraction","grazing_fraction","pasture_fraction","nlcd_year","nlcd_value","nlcd_class"
"519",519,2863,2863,2863,NA,NA,NA,NA,"CASENT8529113","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,4,15,NA,NA,NA,NA,NA,"male",NA,"United States of America",NA,"California","Tulare",NA,"Ash Mtn., Kwh. Pwr. Sta. 3",NA,36.13417,-118.85968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.509201138,0.157168863,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1986,12.31600094,652.76399232,0,35.98191452,17.60050583,17.60050583,1986,71,"Grassland/Herbaceous"
"520",520,7926,7926,7926,NA,NA,NA,NA,"CASENT8529114","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947,7,NA,NA,NA,NA,NA,NA,"male",NA,"United States of America",NA,"California","Trinity",NA,"Hayfork",NA,40.55431,-123.18308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.477711145,0.025919627,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1946,2.338000059,1008.57595824,0,4.309033871,14.0279808,14.0279808,NA,NA,NA
"521",521,8560,8560,8560,NA,NA,NA,NA,"CASENT8529115","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,6,21,NA,NA,NA,NA,NA,"female",NA,"United States of America",NA,"California","Mariposa",NA,"Yosemite Valley",NA,37.74557,-119.5936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.615448583,0.069751343,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1920,3.878000259,429.92399592,0,0,0,0,NA,NA,NA
"522",522,2685,2685,2685,NA,NA,NA,NA,"CASENT8529116","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,5,14,NA,NA,NA,NA,NA,"male",NA,"United States of America",NA,"California","Calaveras",NA,"19884 Highway 26, 4 km SW WestPoint, 38��22'38.4""N, 120��32'53.4""W",NA,38.39908,-120.52743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.528334838,0.174704353,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",2004,6.448000431,1281.4200444,40,0.264425278,0.751048565,0.751048565,2004,23,"Developed, Medium Intensity"
"523",523,2771,2771,2771,NA,NA,NA,NA,"CASENT8529118","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,4,10,NA,NA,NA,NA,NA,"male",NA,"United States of America",NA,"California","San Mateo",NA,"Redwood City",NA,37.4848,-122.2281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.419244047,0.169677187,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1991,9.168000221,89.303998944,2,0,0,0,1991,24,"Developed, High Intensity"
"524",524,7890,7890,7890,NA,NA,NA,NA,"CASENT8529120","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948,6,17,NA,NA,NA,NA,NA,"male",NA,"United States of America",NA,"California","Santa Clara",NA,"San Jose",NA,37.33874,-121.88525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.470998851,0.154263112,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1947,7.306000233,192.28800204,43,4.933130741,1.843898177,1.843898177,NA,NA,NA
"525",525,2678,2678,2678,NA,NA,NA,NA,"CASENT8529122","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,NA,NA,NA,NA,NA,NA,"male",NA,"United States of America",NA,"California","Contra Costa",NA,"Concord",NA,37.98172,-122.0259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.479063696,0.060973418,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",2009,9.065000534,352.33200072,37,0,0,0,2009,23,"Developed, Medium Intensity"
"526",526,3931,3931,3931,NA,NA,NA,NA,"CASENT8529123","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,5,18,NA,NA,NA,NA,NA,"male",NA,"United States of America",NA,"California","San Mateo",NA,"East Palo Alto",NA,37.46883,-122.14108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.559680483,0.071037488,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1970,11.0880003,1949.6640012,83,0.481995672,12.52355289,12.52355289,NA,NA,NA
"527",527,2736,2736,2736,NA,NA,NA,NA,"CASENT8529124","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,6,28,NA,NA,NA,NA,NA,"male",NA,"United States of America",NA,"California","Riverside",NA,"Arlington Heights Dist.,Riverside",NA,33.90591,-117.41452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.5,0.179693189,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1997,12.4630003,1277.0159916,10,9.96113205,50.67957306,0,1997,22,"Developed, Low Intensity"
"528",528,7533,7533,7533,NA,NA,NA,NA,"CASENT8529125","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1952,5,NA,NA,NA,NA,NA,NA,"female",NA,"United States of America",NA,"California","Shasta",NA,"Hat Creek",NA,40.83065,-121.51329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.513513514,0.155872616,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1951,0.476000011,1092.93603516,0,2.807981968,3.500695944,0,NA,NA,NA
"529",529,8106,8106,8106,NA,NA,NA,NA,"CASENT8529127","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,7,2,NA,NA,NA,NA,NA,"male",NA,"United States of America",NA,"California","Santa Barbara",NA,"Carpinteria",NA,34.39888,-119.51846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.633114056,0.07923915,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1937,7.102000237,1137.53997804,15,1.965541005,1.262486339,0,NA,NA,NA
"530",530,7218,7218,7218,NA,NA,NA,NA,"CASENT8529131","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1954,4,19,NA,NA,NA,NA,NA,"male",NA,"United States of America",NA,"California","San Mateo",NA,"Redwood City",NA,37.4848,-122.2281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.53332361,0.051439373,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1953,11.52400017,836.80801392,2,6.037540913,6.649212837,6.649212837,NA,NA,NA
"531",531,2718,2718,2718,NA,NA,NA,NA,"CASENT8529135","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,6,8,NA,NA,NA,NA,NA,"male",NA,"United States of America",NA,"California","Contra Costa",NA,"Kensington",NA,37.91048,-122.28025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.522985055,0.175884301,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1998,10.49900055,3248.4598392,122,0,0,0,1998,23,"Developed, Medium Intensity"
"532",532,2779,2779,2779,NA,NA,NA,NA,"CASENT8529136","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,7,13,NA,NA,NA,NA,NA,"female",NA,"United States of America",NA,"California","Fresno",NA,"S.J. River at San Mateo Ave",NA,37.43642,-120.49766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.583879659,0.175915205,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1990,7.534000397,641.89201356,0,32.52599335,28.80330849,0,1990,71,"Grassland/Herbaceous"
"533",533,8107,8107,8107,NA,NA,NA,NA,"CASENT8529140","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,7,4,NA,NA,NA,NA,NA,"female",NA,"United States of America",NA,"California","Santa Barbara",NA,"Sunset Val",NA,34.22254,-118.38782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.542091715,0.171770449,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1937,6.237000465,1035.31201176,0,6.557030201,8.049448013,8.049448013,NA,NA,NA
"534",534,3291,3291,3291,NA,NA,NA,NA,"CASENT8529141","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,9,26,NA,NA,NA,NA,NA,"female",NA,"United States of America",NA,"California","Riverside",NA,"Idyllwild, Isamata area",NA,33.74675,-116.71526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.58145571,0.251019082,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1977,3.363000154,1910.5440672,12,0.40262863,21.07749367,0,NA,NA,NA
"535",535,8108,8108,8108,NA,NA,NA,NA,"CASENT8529143","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,6,29,NA,NA,NA,NA,NA,"male",NA,"United States of America",NA,"California","Placer",NA,"Dutch Flat",NA,39.20596,-120.83781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.461201932,0.157776625,"Xylocopa tabaniformis orpifex F. Smith","Xylocopa tabaniformis",1937,-2.157000065,2928.6959844,22,0,4.717686653,0,NA,NA,NA
"536",536,6079,6079,6079,NA,NA,NA,NA,"CASENT8529145","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1959,8,22,NA,NA,NA,NA,NA,"female",NA,"United States of America",NA,"California","Los Angeles",NA,"Whitehorn Picnic Area, Angeles Nat.'l. Forest",NA,34.05491,-118.24264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.476360921,0.164287659,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1958,14.82100105,591.25199892,1,2.469314575,0.530781627,0.530781627,NA,NA,NA
"537",537,2702,2702,2702,NA,NA,NA,NA,"CASENT8529151","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,5,27,NA,NA,NA,NA,NA,"male",NA,"United States of America",NA,"California","Contra Costa",NA,"Kensington",NA,37.91048,-122.28025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.478949026,0.025549337,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1999,8.993000031,1130.74795536,122,0,0,0,1999,23,"Developed, Medium Intensity"
"538",538,2719,2719,2719,NA,NA,NA,NA,"CASENT8529155","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,6,1,NA,NA,NA,NA,NA,"male",NA,"United States of America",NA,"California","Tuolumne",NA,"Sullivan Ck.",NA,38.01038,-120.28229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.529171779,0.030567268,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1998,6.74600029,4751.2558596,1,0.993449569,0,0,1998,42,"Evergreen Forest"
"539",539,3368,3368,3368,NA,NA,NA,NA,"CASENT8529157","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,4,22,NA,NA,NA,NA,NA,"male",NA,"United States of America",NA,"California","San Mateo",NA,"Redwood City",NA,37.4848,-122.2281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.468113912,0.09355656,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1976,9.164000511,76.572000504,2,3.56616354,6.850430489,6.850430489,NA,NA,NA
"540",540,5462,5462,5462,NA,NA,NA,NA,"CASENT8529158","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1962,5,30,NA,NA,NA,NA,NA,"female",NA,"United States of America",NA,"California","Santa Clara",NA,"San Jose",NA,37.33874,-121.88525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.545471029,0.041405602,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1961,9.312000275,466.9199982,47,2.67912817,1.960164547,1.960164547,NA,NA,NA
"541",541,2780,2780,2780,NA,NA,NA,NA,"CASENT8529159","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,7,13,NA,NA,NA,NA,NA,"male",NA,"United States of America",NA,"California","Fresno",NA,"S. J. River at San Mateo Ave",NA,37.43642,-120.49766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.549311254,0.025556837,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1990,7.534000397,641.89201356,0,32.52599335,28.80330849,0,1990,71,"Grassland/Herbaceous"
"542",542,6080,6080,6080,NA,NA,NA,NA,"CASENT8529160","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1959,8,22,NA,NA,NA,NA,NA,"female",NA,"United States of America",NA,"California","Los Angeles",NA,"San Dimas Exp. For.",NA,34.08093,-117.81853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.532642343,0.137065738,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1958,12.93200016,765.50399784,0,6.728154182,19.88967896,19.88967896,NA,NA,NA
"543",543,2737,2737,2737,NA,NA,NA,NA,"CASENT8529161","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,6,16,NA,NA,NA,NA,NA,"male",NA,"United States of America",NA,"California","Contra Costa",NA,"Kensington",NA,37.91048,-122.28025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.479309111,0.11880167,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1997,10.32800007,2911.4159544,122,0,0,0,1997,23,"Developed, Medium Intensity"
"544",544,2772,2772,2772,NA,NA,NA,NA,"CASENT8529162","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,10,14,NA,NA,NA,NA,NA,"male",NA,"United States of America",NA,"California","San Mateo",NA,"Redwood City",NA,37.4848,-122.2281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.501876174,0.468759363,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1991,9.168000221,89.303998944,2,0,0,0,1991,24,"Developed, High Intensity"
"545",545,2692,2692,2692,NA,NA,NA,NA,"CASENT8529163","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,5,16,NA,NA,NA,NA,NA,"male",NA,"United States of America",NA,"California","Calaveras",NA,"19884 Highway 26, 4 km SW WestPoint, 38�� 22' 38.4"" N, 120�� 32' 53.4"" W",NA,38.39908,-120.52743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.506120659,0.138342432,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",2002,6.047000408,1198.35598752,40,0.43590501,0.756304145,0.756304145,2002,23,"Developed, Medium Intensity"
"546",546,3292,3292,3292,NA,NA,NA,NA,"CASENT8529164","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,1,7,NA,NA,NA,NA,NA,"female",NA,"United States of America",NA,"California","Santa Clara",NA,"San Jose",NA,37.33874,-121.88525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.538218707,0.162266298,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1977,8.991000175,361.25999448,51,1.638402581,1.89181459,1.89181459,NA,NA,NA
"547",547,4745,4745,4745,NA,NA,NA,NA,"CASENT8529165","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1965,5,6,NA,NA,NA,NA,NA,"male",NA,"United States of America",NA,"California","Marin",NA,"Mill Valley",NA,37.90604,-122.54498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.509528351,0.195356624,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1964,8.381999969,1834.5,91,4.148327351,15.32374382,15.32374382,NA,NA,NA
"548",548,2720,2720,2720,NA,NA,NA,NA,"CASENT8529166","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,5,26,NA,NA,NA,NA,NA,"male",NA,"United States of America",NA,"California","Riverside",NA,"Arlington Heights Dist., Riverside",NA,33.90591,-117.41452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.472887897,0.172541407,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1998,12.97000027,622.66799928,13,9.740042686,49.9191246,0,1998,22,"Developed, Low Intensity"
"549",549,7719,7719,7719,NA,NA,NA,NA,"CASENT8529167","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,6,30,NA,NA,NA,NA,NA,"female",NA,"United States of America",NA,"California","Los Angeles",NA,"Tanbark Flat",NA,34.2,-117.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.527663091,0.06453598,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1949,3.599000216,1555.4760132,0,0.012011741,0,0,NA,NA,NA
"550",550,2763,2763,2763,NA,NA,NA,NA,"CASENT8529168","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,7,15,NA,NA,NA,NA,NA,"female",NA,"United States of America",NA,"California","San Mateo",NA,"Redwood City",NA,37.4848,-122.2281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.471195087,0.19485359,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1992,8.495000839,502.17599484,2,0,0,0,1992,24,"Developed, High Intensity"
"551",551,2679,2679,2679,NA,NA,NA,NA,"CASENT8529169","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,NA,NA,NA,NA,NA,NA,"female",NA,"United States of America",NA,"California","Contra Costa",NA,"Concord",NA,37.98172,-122.0259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.544676341,0.098248804,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",2009,9.065000534,352.33200072,37,0,0,0,2009,23,"Developed, Medium Intensity"
"552",552,2907,2907,2907,NA,NA,NA,NA,"CASENT8529173","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,7,4,NA,NA,NA,NA,NA,"female",NA,"United States of America",NA,"California","Napa",NA,"N. side Howell Mt. 2 mi. NNE. Angwin.",NA,38.57574,-122.44998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.498482615,0.134370451,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1982,5.130000114,2870.087952,46,4.611497879,21.45529938,21.45529938,NA,NA,NA
"553",553,3932,3932,3932,NA,NA,NA,NA,"CASENT8529175","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,4,25,NA,NA,NA,NA,NA,"male",NA,"United States of America",NA,"California","San Mateo",NA,"East Palo Alto",NA,37.46883,-122.14108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.447244907,0.016682605,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1970,11.0880003,1949.6640012,83,0.481995672,12.52355289,12.52355289,NA,NA,NA
"554",554,8178,8178,8178,NA,NA,NA,NA,"CASENT8529177","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,7,21,NA,NA,NA,NA,NA,"female",NA,"United States of America",NA,"California","Santa Barbara",NA,"Carpinteria",NA,34.39888,-119.51846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.497015886,0.193024736,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1936,13.36800098,119.195995332,15,1.965541005,1.262486339,0,NA,NA,NA
"555",555,7997,7997,7997,NA,NA,NA,NA,"CASENT8529178","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940,5,12,NA,NA,NA,NA,NA,"female",NA,"United States of America",NA,"California","Santa Cruz",NA,"Scott Valley",NA,37.04834,-122.01683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.528424905,0.048336555,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1939,8.998000145,1876.4280396,3,10.08746815,2.678025007,2.678025007,NA,NA,NA
"556",556,2781,2781,2781,NA,NA,NA,NA,"CASENT8529180","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,7,13,NA,NA,NA,NA,NA,"female",NA,"United States of America",NA,"California","Fresno",NA,"S.J. River at San Mateo Ave.",NA,37.43642,-120.49766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.540032546,0.161727816,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1990,7.534000397,641.89201356,0,32.52599335,28.80330849,0,1990,71,"Grassland/Herbaceous"
"557",557,3186,3186,3186,NA,NA,NA,NA,"CASENT8529183","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1979,6,1,NA,NA,NA,NA,NA,"female",NA,"United States of America",NA,"California","Santa Clara",NA,"San Jose",NA,37.33874,-121.88525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.522763736,0.054985958,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1978,11.90100098,1928.4840084,51,1.638402581,1.89181459,1.89181459,NA,NA,NA
"558",558,8392,8392,8392,NA,NA,NA,NA,"CASENT8529220","Apidae","Xylocopa",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1934,NA,9,NA,NA,NA,NA,NA,"female",NA,"United States of America",NA,"California",NA,NA,"SBernardino Mts. BigBearLk. Road",NA,36.48637,-118.56575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.598262202,0.044340316,"Xylocopa diamesa",NA,1933,-5.790000439,3625.3919676,0,0,0,0,NA,NA,NA
"559",559,4841,4841,4841,NA,NA,NA,NA,"CASENT8529239","Apidae","Xylocopa californica",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1964,7,11,NA,NA,NA,NA,NA,"female",NA,"United States of America",NA,"California","Yuba",NA,"Challenge",NA,39.48561,-121.23116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.573891104,0.242325094,"Xylocopa californica","Xylocopa californica",1963,6.116000175,2371.7279664,0,0,2.645581722,2.645581722,NA,NA,NA
"560",560,5814,5814,5814,NA,NA,NA,NA,"CASENT8529415","Apidae","Xylocopa micans",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1960,8,13,NA,NA,NA,NA,NA,"female",NA,"United States of America",NA,"California","Alameda",NA,"Niles",NA,37.58367,-121.98712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.494873013,0.151311567,"Xylocopa micans","Xylocopa micans",1959,10.67400074,885.15600588,0,7.71526289,10.56078529,10.56078529,NA,NA,NA
"561",561,8628,8628,8628,NA,NA,NA,NA,"CASENT8529481","Apidae","Xylocopa tabaniformis orpifex",NA,NA,"Xylocopa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916,3,26,NA,NA,NA,NA,NA,"male",NA,"United States of America",NA,"California","Riverside",NA,"Palm Spr.",NA,33.8232286,-116.5106191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.594544832,0.081989327,"Xylocopa tabaniformis orpifex","Xylocopa tabaniformis",1915,11.77700043,683.27998356,0,2.69454813,22.61397552,0,NA,NA,NA
